cleaned_review,compound,sentiment
lead strongi fantastic first day experience product wire work quickly plan use oftenits excellent product price promise best thing made india run electricity battery immediately tried two lower lot peeling cleaned time made new would recommend every householduse full remove linta useful affordable purchase make cloth new using easy use claim worth purchasethe product work well work promise build quality look good easy useit easy use,0.986,Positive
ordered product many research reccomendation product amazing easy use separate chutney jar smoothie jar efficient usagesilicon detachable base better cleaning also stainless steel serrated blade better grindingthe powerful motor help grinding hard spice time best part super easy cleani absolutely happy product customer care supportproduct good many jar available easy clean food get stuck inside rubber noise defintely however stopped working twice got exchanged twice year warranty service good fast need know durable warranty product really good helpful daily kitchen work take less space faced difficulty machine jar tye handled patiently quickly customer service section pooja handling complaint within minute dispatched replacement product request really helpful recommending product every kitchen queencookwell bullet good product priced well performance deliversthe grinding capacilty superb easy make chutney smoothy paste different jarsgood quality product normal us easy usenot much noisy easy clean useproduct good easy usetake less space face issue machine called customer service gave quick response replace machinei would like say customer service supportive responsivegood customer care,0.9977,Positive
using cooking riceits getting repair regularlyrecently buy new rice cooker averageexcellent productvery good productpower adapter working pin gone wrong remaking goodlike,-0.0516,Negative
must buy best fabulous product recommend thisfor small place guda great product work wonder vitrified tile floor,0.9349,Positive
item good bottom lid provided along itemonce blending juice protein shake use top bottle directly sipper without bottom lid cant close juice bottle liquid spoiled drank within minsi request seller provide bottom lid close bottle even low cost blender market providingelse product okgood compact good travelersto prepare juice blend dry fruit withfor helpful carry travelextremely handyvery good smoothiesprice higher side thoughgood travelling baby kidsits good although give start issue fruit veggie piece small bought much expectation found low blending shake one full apple oat milk nut struggle start need turn upside give blade momentum start blendingfor someone going carry best bet stationary heavy blending buy something else direct power source,0.91,Positive
pro affordable option year warrantycons inlet outlet pipe given purchase offline found one pair amazon inr doesnt come installation service manualan installation urban company cost around tax inrhowever product delivery lifelong sent whatsapp message asking installation charge technician pipesso cost better lifelong support within get technician pipeshence choose lifelong servicei writing review using product month working amazingly company doesnt provide installation support need self install end value money itthe company provide technician installation conneting pipe also provided companyoverall easy set look geyser premium well insulated coverproduct good using item year brought new bathroom happy product fully satisfied yearsworking well worth buyingworth moneygood product value money accessory missinggood product price range power consumption high ahead,0.9817,Positive
instant heater well made work wellnice product come one plug added need pay installation plug connecting pipe another otherwise good geyser small family taking bath different timegood product one star less connection pipe otherwise okbestokaylikeindicater relocate okgood product,0.5574,Positive
productvery delicate nice accurate see long lastgives error milligramsit stopped working month usethis sensitive product need kept stable surface useit shouldnt overloaded like evercuz damage sensorgood product price built quality world class good temporary usegood,-0.2047,Negative
pleased purchase installation process easy product reliable level safety feature ensures water heater safe use prevents accidental scalding water heater heat water quickly temperature adjusted suit need problem facing indicator ideally red light show water getting heated turn water heated enough unit vice versa green indicator working red red indicator greenit worth buying work wellfirst packaging poorsecondly crompton say good family member bath bucket waiting longgo higher rated geyser cromptoninstallation hard instruction book given lacking point warranty card sign seal warranty card valuelessworks fine must say useful kitchen purpose bathroom dont use shower cuz running couple second temp water drop heating effective instant anyone want take hot shower must geyser larger storage capacitythe packaging good intact connecting pipe inside power cable short made thing bit difficult bought lengthy connecting hose cold hot water supply installed registered online crompton site drill machine borrow take two hole complete installation working well make hot water minsdo connect using extension box unless rated otherwise wire melt better always try connect directly socketvery useful product,0.9819,Positive
niceworking good far provides instant heatingeverage productcompair prizesuper product thank cromadecent handle usesafe easily heatoverall product good amount money get cold fast,0.8658,Positive
product little bit costly quality goodthis remove lint cleanly easiest lightest onessturdyadhesion good price high get ikea store lessextremely effective product decently pricedworth buyvery useful product cat home loving,0.938,Positive
extract small hair take lot timeit clearly remove hair velvet material clothes much velvet bed dog serf purpose cost high available local marketits great productoverall product good pocket friendly rangecan used velvet type material thread break used materialsi bought remove guinea pig hair cloth doesnt work wellthis work perfectly remove dog hair sofa chair gathered even smallest hair awesome producti short hair domestic cat like sleep couch great way remove furr without power vacuuming,0.9814,Positive
mentioned atleast couldnt see additional installation charge paid installation technician however choose get installed third partygoodgoodgood service quickly come given best servicegood product nice remotehave using atomberg last working fine without issuesuper happy,0.7005,Positive
usefultakes long time heat water quick heating nothing dislikecord length shortits year still using early morning hot waterafter sell service rediculaus product good within year working properly tried lot reach repair service provider get reply lot follow upthird class experience pigeoneasy handle,0.4588,Positive
induction good workinglightweight easy usev nicegood quality productgood usha product induction teai using week far problem current option probably come,0.4767,Positive
working fine dont expect like dust remove effective way liked let see durabilityvery easy install effective hatchbackcan swapped car wellit suck air dust small particle part dust fail understand purify airproduct physically working good meeting cause purifying airuse get headache long drive early using product smell car feel fresh air remove odour smell wellproduct quality good value money product highly recommendi using month quite silent simple dose work eficiently son always hated since felt nauseating car especially window since started using air purifier comfortable feel difference inside car thanks reffair bringing nice product attractive prizeits product dont expect much,0.9656,Positive
goodgood quality product value money recommend buyaverage product light weight average quality want purchase nice one amazongreat heater give enough amount heat easy carrylight weightrecommended everyone nob setting thumsupill use product frist time dont know problem starting use smell like smoking provide customer service number cash memo warranty card extso customer contact kindly resolve issue asapthanks,0.9626,Positive
value money product good suction power however blower power good expected overall good productvery easy use provided accessory worth price range best wet dry vaccum cleaner range loaded accessoriessuction power good hose pipe extension pipe long powe cord cable help reach every corner house light weight good normal home usevirtual demo received divya clear explained well regarding usage productthe attachment little loose disengaging usingi make heavy noise expectedit canbe used dailynavalue moneythe product good easy use everyonethe dust bag may alternative paper bag provide additional bag long stand useliten powerfulgood product described,0.9892,Positive
good product working fine serf purpose even though received defect piece immediately got replacement two day thanks amazonniceproduct goodproduct goodelectry consumption higproduct good small size room use continually min device device heatedits great productinitial smell fine new heater first usecord lengthheatingfan speedeverything goodproduct good issue light indicator please add,0.9531,Positive
work well good design heavyyou cant work min continuously stop use else heating muchits good get heated fast minute usesthis hand blender awesome especially bachelor help using blending soup saved time washing mixer jarbasically philip never disappoints loltoo good quick cleaning easy usegood productseasy usenice product,0.977,Positive
helpful light weight heat easyi use product ironing medium small clotheslight weight bahut thik itme yeawesomeit light weightdue cloth cant iron properly sole also thinif compare price warranty,0.4215,Positive
good easy install good water heatingits good quality product working fine cant get instant hot water take minute heat watergood product worthvalue moneythanks amazoneeven plug provided charging installation otherwise good aspectssuperboutlet water quality less,0.936,Positive
like product function greateasy use value money easy install much useful good purchasei used goodthis heater handy operate easilyit look greatexcellent,0.9118,Positive
bought dont think cheap poor quality product clip serve purpose perfectly fail understand improved paying similar clipssecond qualityin photo see old one left one year use still shinythese right side comparison colour dull probably due recycled material still useful product worth price paidthe clip okay colour bit dull compared picture given material okay serving purpose buy itconvenientcheap plastic worth price saysgood qualitydoubting sturdiness average product,0.8575,Positive
price range product design look spec feature provided good would great havells pay attention packing product box received first manufacturing defect mising part flexible pipe placing replace request amazon received box also minor scratch heater body also found fastners missing boxgood product price heating also good major con brand installation problem installation worker never come installation home arrange installation worker otherwise every thing goodhavells send trained technician installation technician asking additional charge installing tap labour charge personally disgusting guy havells look inti matter technician proper tool asks tool customer including nail plier hammer etcthis geyser worth money product take max minute make iced water hot well indicator product good clearly seen low vision persion due size colour deptness also make look geyser goodoverall good water heater deducted star circular piece covering light keep coming replace impact function water heatervalue money good installation service attractive suit bathroomits good product value moneygood product price,0.9719,Positive
used like expected push button cheap look glass top touch button would bettermost importantsame product available less mart saw day panvel mart felt like cheated check everywhere buygoodafter year repaired serviceperson told cant repaired throw binits lufe one year onlyits good value moneybut unable set timer less minute sure resticted timer settingwhat received wat cook top working fine temperature setting make easier cook faster indian menu usefulit work properlyworking fine easy use,0.9511,Positive
value money nice productcleaningvalue moneybest budget however wish suction power little moregood quality productgood managing minor work occasional use negative point suction power underpoweredeasy use,0.4939,Positive
base unit rather flimsy could better designedniceyou absolutly goo itgood satisfactoryafter month use started leakingplease mind purchasecord length shortnice product amazon prompt delivery nice productbought deal worth money,0.8074,Positive
good use reasonable pricepurchased two one damaged ask exchange week ago response amazonplease send replace machine asapso far good chopping vegetable vegetarian comment mincing meat good familyinitial impression good working intended used gring chicken vegetable far working well gripping little dicey otherwise good productcompact powerful mixer worth buyingheatingyes like easy chopping veggiesthe container made bit thick,0.9709,Positive
look item impressive need improve cord length sufficient bouble existing lengthgot kettle yesterday got scratch kettle bit noisy automatic switch workingnicegood workmaza agyaliked mosteasy usei gifted item think shouldnt item came loose handle kept water boiling whole unit hot including handle lid stopping automatically water boiled total waste money didnt expect poor companybest price,0.6824,Positive
receipt product received demo request opted demo code ref today contacted eureka forbes demo understand demo vacuum cleaner endfyi please nagoodbut complicated equipmentblower function unable usewe didnt receive stamped warrenty card productcompact goodvalue money demo eureka forbes bother call pipe provided low quality one pipe already broken sent youtube link thats great support got manufacturerit pleasure clean without noise stressthis product eureka forbes good life name eureka forbes made vaccum cleaner market good suction power easy power control cord length also good convenient button roll sufficient accessory cover almost every area good filter work normal socket isnt case high power vaccum cleanerdemo product provided priya also good use accessory clearly explained necessary detail operate product clearly explained toooverall satisfied product service provided till date,0.9871,Positive
used keep air inside clean possible model provide clean air reasonable sized space window door kept closedgreat product capability reduce dust approximately atmosphere ppm reduced upto ppm inside room minimum ventilation provided take care generatein case found area ambient ppm open one window door clearnce maintained ppm adult inside room based wind velocity direction adjustment clearance achieved measuring calibrated stand alone cum measurement meterone example ventilation arrangement machine auto ambient air ppm room also ppm fan speed reached medium sound audible took time reach ppm took min ppm ppm fan speed changed low speed auto sound inaudible ppm start increasing gradually ppm minute fan speed increase medium cycle repeat long outside ppmsimilarly fan speed sound high ambient pollution highit need external cleaning hepa filter every month based pollution sensor may need cleaning every month accurate reading sensor mal function cleaned first check taking service centerit simple filter element spare availability capable give atleast time specified life clean hepa filter element externally vacuum cleaner regularlyit ozone producing ray ion generator properly designed specified customes worry may pollute air ozoneit particulate count meter accurate addition change display colour according pollution zone know condition air room reading authenticated calibrated stand alone meter pmwe keep auto facilitate change flow speed based pollution level itstemperature humidity meter also usefulupdate still warranty developed abnormal sound audible near like kitch kitch kitch lowest speed doubt loosening bottom locknut fan sound ruled fan bearing diagnosis also strengthened observation sound disappeared made upside downbottom cover opened side cover opened bottom grill moved lifting lock column found button lock nut slightly loose condition anticipated abnormal sound mild vibration problem resolved tightening nut tubular spanner already available holding fan nut self locking type assembled back opening side cover tricky risky job lock may broken use hand glove protect hand sharp edge may open jerky motion made top grill lock bottom side open cutting modification open panel easily future however another air purifier working almost continuously without problem last yearsupdate high abnormal sound observed time want send service center lifting material flied grill run upside many foreign material came like body flying ant wing one baby lizard working normalactualy ther need smart feature air filter practicality plug use yes air quality improving reduce allergic issuesreally liked product like show current aqi auto mode night mode super helpful babythe air purifier quiet filter well quickly wait watch long term reliability plus replacement filter expensivebut seller shipped item open box turned used product filter say remaining meaning used good extent earlier sure second hand item sold newworks well since month comment updated sooneri like performance good effective easy installit work well pollution level indicator reliable keep changing number quickly vide range night cant use night mode,0.996,Positive
everything good issue found rubber used tighten replaced old one rest goodits slightly leaking side installationits bottom firmly stick surface seal properlywhat logic tape sealing top flap cartridge taken replaced back unsealed bottom flap product carton contrast carton pure cartridge sealed top bottomtata swach correct anomaly star likeneed change frequentlygood qualitygood quality product,0.6705,Positive
ordered fan one fan making sound contactspeed slowgood qualitydecent fanthe rpm air throw good better festiva modelsfirst explored many ceiling fan saw high rating positive review havells fan since buy fan packaging absolutely amazing thick card board box chance damaging air delivery also good cover whole room zero noise look premium wellthanks amazonthis product come one dent body rest good liked productgood product nice performance also quality part really good,0.9872,Positive
good one usabilityits value money convenient place laundry dress basketaccording price deal good increase price little bit zip also buy againdefective product imperfectly stitched useful good quality product handle attached assymetrtical stitched way make uselessthe handle wrongly placed pose problem lifting hanging laundry bagsapart issue handle good productnai liked itits nice little bit small good,0.9719,Positive
quite nice product use clothes make look freshi loved product highly recommend itits amazing product remove lint woollen especially come kid clothes frequently blank woollensproduct good easy useits good productgood parent petsits easy use clean coat sofa sweatshirt also thing tried hope work clothes also easilythis good product reasonable price compared expensive lint roller available market work handle strong sturdy adhesion goodits expnsive others get local market,0.9884,Positive
easy use need handle carefully blend smoothly need cut veggie fruit small piecesmy use putting charging hrsbut work good nowlet see many day workinggoodits easy usebuild quality nicebest product use battery backup good use time one time fully charged smart feature,0.8976,Positive
nicethis fan working fine ive using since month thing bajaj improve noise level motor cutting airdesign blade considering price perfect deal come nice looking design qualitylow cost jobnicegoodrecently purchased extra room actual performance measured summer onlyrpm less bajaj quality maintained bearing sound initial start low speed trust bajaj come purchase bajaj fan purchased still working complaint changed capacitor price competitivevalue money better rate,0.9451,Positive
like productthe product good complaint regarding cellsalong machine cell sent separately usei purchase separatelywhen bought worked really well light weight portable make convenient use initially great product sure happened month difficult tare switch display show zero immediately start moving minus take long time tare back zero make annoying inconvenient also sure accuracy seeing instability taregood product kitchen itemaccurate easy carry loved itgreat day delivery item received nowalso user friendly issue usage battery included inside thatgood enoughgood quality thanks,0.9617,Positive
good easy usevery goodgoodoverall good product buy understanding temperature best sometimes burn bread sometimes give best roast sometimes doesnt roast whole bread little confused thatits simple device function setting temperature cleaning easydo forget preheat every time toaster put use thereafter adjust control needed soft toast crisp roasted toastthe quality baking toast amazingnyc,0.9348,Positive
light inbuilt create psychological effect changed according quality air apart visible change witnessed yetbought reading lot review boxy shape nonsense powerful air purifier easy assemble easy clean good air flow silent mode sufficient youre trying get rid purifier effective draw moisture also surprised feel dry throat morning run hour silent mode switch avoid dehumidifier effect worth price great customer servicei extremely happy purchasethe purifier sensitive impure air make sure trigger purification highest level bring aqi good qualitythe hepa filter longer life product also aqi indicator led indicator accurate digital interface come productsthe installation functioning extremely simple done minutesthe best part support receive coway day delivery amazon supposed happen got call support executive intending help installation related thing follow call also made describe morethe product come warranty additional two year provided upon registrationmy flatmate also purchased seeing mine functioninggoodonly drawback found show reading pollution level turning auto mode turn red orange green within min showing pollution level along would convincingi wanted nonsense machine childrens bedroom control allergy dust especially winter smog season lucknow kid happy machine since easy use happy since seems quite easy maintain compared brand model rajnish gave nice quick demo use maintain device also register warranty quite satisfied service producti got product second purifier home amazed see performance simplistic look jaziness work well think two thing enhanced provide handle move product around color optionrest complaintsfor testing opened window ran purifier room kept dyson monitor aqi level within min brought aqi level room monitored dysonhappy quality highly recommended,0.9962,Positive
nice one thing liked work well really easy install expected little big size smallspares difficult buycheap good pure itthe filteration speed slow dont familyinstallation bit tricky done varient fit family people onlyit take time pour water filter overall fine productthis filter small person,0.933,Positive
would like advise please judge product basis review hereit carried anywhere easilycan used standard socket need power plugthe heating element also good qualitygo without doubtnever expected amazon sending productit without manufacturer pakcaginghad big bent metal return neededno paperworkitem received good conditionworks goodhighly recommendedmuch much better conventional room heaterzaruri nhi reputed company product acha yeh product bhi acha iske price bhi kam like iti bought dadi room top floor cold working fine till power consumption also less heater onserved less unit usage heatervery bad product coil bad qualitybroke within two day useexcellent hot amp socket thanks amazonbest product price range lightweight convenient use,0.8997,Positive
good overall good productgoodi like product much compared brandpowerful motor good productrecommended buyingspecifically juicer goodnoise level normal comparison branded product price juicer part seems badly designed fruit get stuck half glass juice jammed clean itdont get want juicerrest pretty good watt motor powerful could grind sugar easily juicer feel like gimmick sell higher valuevery good,0.9744,Positive
good product considering price loved itnice productgoodthe product okay replaced product still dirty inside bottom part feel like old product first product also dirty replaced keep sending product dirt itit good product big size useful laundry purposeits looking goodvalue moneyi wish base tuff one rather light clothedthe product goodonly thing didnt like stand irritates sometimesvery easy use folded stored anywhere must product,0.9528,Positive
like itawesome product follow instruction get hassle free boiled egg automatically switch water boiled would better give sound alarm switch offquality good easy usei like product never tried product good nowi using egg boiler past month really easy use would definitely recommend everyonegood qualitymust buy value money,0.9776,Positive
like look like easy opreateproduct goodnice productin reasonable pricethis item year warranty shown image register itbest oneamazing productproduct good value money,0.9042,Positive
exterior paint got easily scratchednice productverry usefull productnot badthe sandwich come crisp work well except coating fragile came used metal utensil still hot except issue product product could sturdygood product quality good easily breakablegood,0.8316,Positive
purchased liter model faster heating take minute heat water room temperature highest temperature setting faced one problem heater frist day installation green light indicator indicates heating progress stopped working first day called vguard technician said problem voltage selector knob vguard look quality control user also reported green light indicator problem giving one star less problem water working good otherwisethe heating system worked perfectly however digital display faulty replacement option available bought opted replacement product stock hence return itusing last monthtill problem working fineeasy use quick heating overall nice product consider given price rangesame day installation provide guard thru vguard whatsapp contact delivery booked installation installtion price steel inlet outlet pipe model didnt provide inlet outlet overall experiece amazing gyser take min full heat dial set degreebut use hot water min heating look wise cool simple recomended product goodgood performance geysernice,0.8225,Positive
simple stitching self purposeye small isliye portable designer clothes mushkil hoti simple sewing liye achhi agar apke pas badi machine aur budget kam hoits easy beginnersreally worth beginnersnot working properly hoping able fix itdelivery late delivery didnt received day package already openednice product,0.765,Positive
nice productall feature good feel roughness bottom ironingi bought iron sept used month iron stopped working month worth itthankyouwater come ironingoperating complicated easydamaged item received return product responding good project heavy heatproduct,0.8225,Positive
firstly got cracked jar product replaced next day like new compact design product easy clean assemble powerful motor speed option chopper choped blender blend wonderfullythings dislike noise fully plastic materialthe thing plastic open eye blade juice extractor isnt juice extractor actuallyi always wanted juicer found work like magic easy quick blender also good using almost every day juice milkshake major problem doesnt regulator also switch thats major drawback liked issue good productthe product goodbut got cracke chopper jar using two three timeso let know exchange chopper jarthe product build quality good using product easy use cleaning easy build quality good jar nice first impression product sleek easy use handleits much good spice chutneymasala specially dry masala grinding good juice making skill niceits easy cleani bought mixer grinder juice blender combo handy effecient usage grind dry wet material nicely juicer give fresh juice remove seed without giving bitter taste crush ice also well blender make kind shake smoothy great everyday usewe use easily good product alli use inmy daily routine,0.9959,Positive
first coffee frother loved made frothing ready coffee minuteits good product easy handlingit easy use easy clean also light weight good speed waht much needed frothing worth buyingworst productthis product easy control easy clean use coffee foam maker hot chocolate maker best marketi ordered use really amazing coffee frother well mixer milkvery reliable product,0.9914,Positive
good mixer noise level slightly high quite efficientproduct ultimate supermixer quality nice juicer jar markvery noisy work fine would loved extra bowl extra blade hectic change blade another bowl using extra blade suggestion one inverted jar would nice juicer loose locking system others good locking system plastic mesh cut using need better alignment overall worth purchase even excess noise also screw tightener changing blade broke change blade big deal would better durable nut tightenerrecommend buy good quality attachment powerful watt motor less bosh grinder less pricei purchased active earlier amazon item imbalanced returned replacement replacement piece received defect returned good view review went item far performance satisfactory although review discouraging want power well reasonable rate itvery good item,0.9833,Positive
product handy water capacity lowdisappointed product pricing considering wattage usage time cant iron clothes water refillsince mouth area much youll need move many time slowly whole clothsteam amount fine design cant press hardly cloth ironingso overall keep mind buying emergency travel purpose dewrinkling already ironed clothesgood product say though water tank could biggerbetter buy normal iron boxtakes lot time easy use need use conventional iron even using steamer clothes work synthetic fabric better stick conventional ironhiii water tank small use one shirt shirtso plz concentrate alsoabsolutely good easy handle flexible movement took less min iron kurtiadvice user please follow instruction carefully patience work greatnegative water chamber small take full tank iron shirt kurtithe product good unfortunately came withou manual figure water tank use otherwise product work wellvery low water storage put otherwise job time need refill water even single garment,0.9217,Positive
usefull lekin size mai zara choti otherwise finedurable quality product essential multi purpose useproduct quality goodgood quality product price fine spray cute little funnel sticker also therethumbs spray bottle made high quality plastic spray also effectivei found product helpful easy use highly recommendedregardsmanishit useful plastic quality goodnice bottlesgood plastic material,0.9097,Positive
eassy bare product product realsing heavvy noise pollution sppednot bad pricethe fan work well high speed however low speed make grinding noise mangaya tha mai bhut awaj ara tha purane type baki sahi exchange mai acha bhjna bhaigood productnice fan something prob fan use warrnty card an job efficiently thats,0.6249,Positive
likereturn value spent moneydoesnt look like waterproof materialn small sizethe bag two stitched fabric strap either side act handle strap stitched properly break easilyits diameter large seen photo also doesnt wire support stand youre purchasing product look one spherical wire supportgood quality value moneythe quality material stitching good sturdygood little costly,0.7805,Positive
okbadhiya hthe attachment could bit longerthis beater less half price regular branded one seems job wellnot sure heavy duty use extremely handy whisking egg ice cream meringue light cake battersthis exact beater seems available many name site price ranging dec buying pick cheapest available price like didit doesnt come warranty took chance seems paid offkohave using month still work smoothly easy use clean effective itits one convenient product multiple use durable easy use really like product must buy itgreat product value money,0.9702,Positive
overall love oratech coffee frother used soooo many time since purchasing mostly use make whipped coffee ive also used mixing protein powder milk frothing milk creamer coffeeit incredible effective exclusively liquid substance like milk creamer realized overfrothing creamer one morning point pure foam lol kept mind know short amount time super easy use versatile used far liquid tbh look really cute coffeemaking section counter stand hugeeee plus definitely wouldnt purchase alternative option without oneit get job done whipped coffeei also use product blend matcha powder turmericcinnamongingercoconut milk powder latte frother take lump bump resulting blend smooth waste ingredient like stirring spoon great made favorite even practical delicious found anything product like would recommend product others already done get pleased best coffee beateri really liked coffee frother help making cappuccino latte home easily easy clean alsothis oratech coffee frother make coffee game easier funafter using week sharing pro conspros frothing milk coffee easier fun oratech coffee beater material quality good portable use anywhere small keep anywherecons frothing heavy liquid toughmy overall feeling product coffee lover want make foamy coffee best youbest quality product easy use easy clean best coffee frother easy coffee making loved productthis product easy use durable help blending quicklysuch good product enjoying make coffee handy toobest milk frother coffeeit easy useevery coffee lover must try electric coffee frother,0.9989,Positive
less noise upto medium speed overall nice silent fan running low speed heavy noise coming havells need improvegood fandoes workair delivery satisfactory chrome color matched,0.6705,Positive
easy use okay guess doesnt clean lint completely enough spotted viewer point viewits goodnice easy use productits bad within use workingif found product please away without getting wonderful product use know great could give star sure would haveeverything good except lid collect fibre clothes fit tightlyoverall good product one time investment better roller lint removersproduct working expected handling also easy good product clothes develop lint look old easy using product cloth looking like newhad battery operated lint remover earlier power plugged hence power optimum time good fan size great blade cuttingextra blade also kit used twice durability cant reviewed handling etc fine totally worth,0.9901,Positive
easy useworked wellyou iteasy use save time cooking good buy good cost great productproduct nice working properly customer support service good specially behaviour customer care executive bestvalue money good long lastinggood quick small qty usewarranty registration need user friendly,0.9858,Positive
rate required reducegood productgooda good budget grinder renowned brandeverything fine product best price rangelooks stunning work good expectedokay goodbut bit slow nice,0.9451,Positive
excellent heat distribution perfectly cook heat grill great cake pizza roastingplus great price rangevery good product simple control easy use time six inch baking tin kept rotisserie work well chicken easily since crumb tray provided wondershef crumb perfectly fit available amazon packaging good bubble wrap piece thermoco due dent since liked product dont want wait kept itagaro provided good product decent price range amazon delivered product nice safe package entire package even single mark otg easy use useful food lover however felt necessity improvement two thing difficult set exact time temp manual nob power plug size small difficult tight fit amp plugdont small sizeit make wonderful cake breadthough overall quality goodoven great making cake grilling tooexcellent product value moneya good product got expect,0.997,Positive
workgoodsuperball goodphilips trust worthy product easy use light weight irongreat product many feature using tricky tried use steam spray week gave wish product owner focused little easy use point great functionality enduser cant easily use itoverall good month inside wire disconnected stopped working took another day get fixed near electricianusing month far working well heat quickly like quality product steam function,0.9731,Positive
product delivered week feb almost end winterit used parentsease use better compared many othersit got three level heating selected simply rotating knob switchsome brand two separate onoff switch two heating element obtain different level heating operation little difficult explain elderly person phoneimprovement required temperature setting mechanism digital display badly missedcurrently mechanism know temperature set rotating temperature setting knob simply guess initially wait trial error temperature start increasing slowly slow process cant get right temperature one godigital display temperature setting may addedthis general problem didnt find digital display brand easily become differentiating featurethis particularly useful elderly peoplein today time electronics everywhere missing implementing digital control temperature appears sheer lack initiativequick suggestionslightly bigger size better oil based heatersworks good himachal consumes electricity getsilenceno dry eyescomfortable environmentbuy value comfort silenceotherwise take blower dry eye throat create soundi liked fan mode amount heat generateswrong advertisement fin fin oil heatergood product value money,0.9116,Positive
good product weight reduced bitdamage product deliveredtwo timesworks fine even month going goodfine good use perfect usegood,0.8834,Positive
product good customer support service pathetic product would real good rating received slightly defective piece indicator working initially raised issue immediate support filter working fine didnt require indicator didnt bother follow several day service guy came fixed first time service guy came one came got fixed immediate support better reach local authorised dealer service going official support delay process considering feel product decentfree service limited change filter free service charged filter free charge free servicesproduct good service worst till experienced staying rural area planing buy say dont prefer called minimum time custer care always saying send service person even one calling response product service period service person even dont lift call say answer lady called asked detail say come area forward think five day completed called back replied rudely saying told come area asked atleast give area service person number gave atlast called service person replied didnt recieve complaint raise complaint service request come frustrated take product went guntur repair previously done service company serviceman put cap nozzle water pump stopped working damaged told replace pump cost around changed decided call service person write review amazon people know service centreinstallation guy didnt install propery due water purified last one month poor service eureka forbesmost value price aquaguardgoodoktap leakage issue,0.9288,Positive
goodeasy clean use really good onei try grain orange yes grain well like productthe blender charge hour light become blue didnt run second banana shake even though didnt chop banana properlyi like product use product making fruit shakefriendly use easy cleaneasy carrythis product best use baby essey use sure buy thislow quality product motor juicer dont power juice cutting,0.9711,Positive
met expectationsnicenice productsince cordless use easily month using itno issue fardeducted star due main pipe slightly dented working time could little rather minutesnawonderful product use negative review durabilityeasy handling easy charging getting repaired frequently one year purchasing suction power lessened twice timei using vaccum cleaner time job decent suction power tool great helpcobwebs dust tile light weight decent product,0.7506,Positive
bought different sealing machine online far best great supporthithe machine work well support excellent issue using month support great issue resolved immediatelygot product two day back requirement unusual plastic bit sceptical suitabilitybut help timer adjustment could well seal plastic look sturdy durability known timenicepurchased day backits really great value moneygood customer supportgood product price tag good easy use,0.9902,Positive
new atavancseems reasonable hot heavy weight looking forcompany improve heavy wait thing kgno quality boxokproduct pretty good quality taflon coating durablei expected heavy weight normal weight work normali pic uploaded butthis iron look amazing good profomance,0.9403,Positive
liked design built kettlethe price also affordableeasy use useful product winter ltr qty sufficient membersthis excellent product user friendly used year still continuing want kettle repaired exchange needed reason three month stop heating say stop working thank youafter month use bottom plastic emits charring smell affecting water taste thru app logged complaint gentleman contact asking invoice could provide time due mobile amazon app support download received call customer service canceling service ticket later contacted service engineer said nothing worked ordered part someone visit replace action raised another ticket still open status effort may approach national consumer helpline actioneasy clean everyone use kind heavythe price reasonablewater capacity sufficient boiling fast used first time inalsa electric kettle update review one month usage best producthigh quality product convenient use design nice presentable used serve directly guest home office,0.9783,Positive
value moneythe quality tape expected really good value money best rate could find lint rollerfound lint roller quite good adhesion great needed mainly clean hair jacket work really well get hair lint without damaging material jacket handle sturdy although rotating bit rattle little nothing adversely impact use would definitely recommendits easy use value money product stored used easilyits easy use good quality product saw first time youtube thought giving try totally worth suprised get sheet use lint also remove tony dust particle desktop mousepad must tey havent used lint roller beforeamazing product good quality itif dog cat home product must really usefull work almost type clothes used bedsheets curtain sofa ordered set layer budget friendly well itt,0.9944,Positive
